skin_id_hurtownia,champion_id,champion_name,skin_num,skin_name,rarity,price_rp
412,Fiddlesticks,Fiddlesticks,5,Fiddle Me Timbers,Epic,1350.0
413,Fiddlesticks,Fiddlesticks,6,Surprise Party Fiddlesticks,Epic,1350.0
414,Fiddlesticks,Fiddlesticks,7,Dark Candy Fiddlesticks,Epic,1350.0
415,Fiddlesticks,Fiddlesticks,8,Risen Fiddlesticks,Epic,1350.0
416,Fiddlesticks,Fiddlesticks,9,Praetorian Fiddlesticks,Epic,1350.0
417,Fiddlesticks,Fiddlesticks,27,Star Nemesis Fiddlesticks,Epic,1350.0
418,Fiddlesticks,Fiddlesticks,37,Blood Moon Fiddlesticks,Epic,1350.0
419,Fiddlesticks,Fiddlesticks,46,Flora Fatalis Fiddlesticks,Epic,1350.0
420,Fiora,Fiora,0,default,Epic,1350.0
421,Fiora,Fiora,1,Royal Guard Fiora,Epic,1350.0
422,Fiora,Fiora,2,Nightraven Fiora,Epic,1350.0
423,Fiora,Fiora,3,Headmistress Fiora,Epic,1350.0
424,Fiora,Fiora,4,PROJECT: Fiora,Epic,1350.0
425,Fiora,Fiora,5,Pool Party Fiora,Epic,1350.0
426,Fiora,Fiora,22,Soaring Sword Fiora,Epic,1350.0
427,Fiora,Fiora,23,Heartpiercer Fiora,Epic,1350.0
428,Fiora,Fiora,31,iG Fiora,Epic,1350.0
429,Fiora,Fiora,41,Pulsefire Fiora,Epic,1350.0
430,Fiora,Fiora,50,Lunar Beast Fiora,Epic,1350.0
431,Fiora,Fiora,51,Prestige Lunar Beast Fiora,Epic,1350.0
432,Fiora,Fiora,60,Bewitching Fiora,Epic,1350.0
433,Fiora,Fiora,69,Faerie Court Fiora,Epic,1350.0
434,Fiora,Fiora,80,Dragonmancer Fiora,Epic,1350.0
435,Fiora,Fiora,89,Battle Queen Fiora,Epic,1350.0
436,Fiora,Fiora,98,Victorious Fiora,Epic,1350.0
437,Fizz,Fizz,0,default,Epic,1350.0
438,Fizz,Fizz,1,Atlantean Fizz,Epic,1350.0
439,Fizz,Fizz,2,Tundra Fizz,Epic,1350.0
440,Fizz,Fizz,3,Fisherman Fizz,Epic,1350.0
441,Fizz,Fizz,4,Void Fizz,Epic,1350.0
442,Fizz,Fizz,8,Cottontail Fizz,Epic,1350.0
443,Fizz,Fizz,9,Super Galaxy Fizz,Epic,1350.0
444,Fizz,Fizz,10,Omega Squad Fizz,Epic,1350.0
445,Fizz,Fizz,14,Fuzz Fizz,Epic,1350.0
446,Fizz,Fizz,15,Prestige Fuzz Fizz,Epic,1350.0
447,Fizz,Fizz,16,Little Devil Fizz,Epic,1350.0
448,Fizz,Fizz,25,Prestige Fuzz Fizz (2022),Epic,1350.0
449,Fizz,Fizz,26,Astronaut Fizz,Epic,1350.0
450,Fizz,Fizz,35,Rain Shepherd Fizz,Epic,1350.0
451,Galio,Galio,0,default,Epic,1350.0
452,Galio,Galio,1,Enchanted Galio,Epic,1350.0
453,Galio,Galio,2,Hextech Galio,Epic,1350.0
454,Galio,Galio,3,Commando Galio,Epic,1350.0
455,Galio,Galio,4,Gatekeeper Galio,Epic,1350.0
456,Galio,Galio,5,Debonair Galio,Epic,1350.0
457,Galio,Galio,6,Birdio,Epic,1350.0
458,Galio,Galio,13,Infernal Galio,Epic,1350.0
459,Galio,Galio,19,Dragon Guardian Galio,Epic,1350.0
460,Galio,Galio,28,Mythmaker Galio,Epic,1350.0
461,Galio,Galio,40,Aegis Frame Galio,Epic,1350.0
462,Gangplank,Gangplank,0,default,Epic,1350.0
463,Gangplank,Gangplank,1,Spooky Gangplank,Epic,1350.0
464,Gangplank,Gangplank,2,Minuteman Gangplank,Epic,1350.0
465,Gangplank,Gangplank,3,Sailor Gangplank,Epic,1350.0
466,Gangplank,Gangplank,4,Toy Soldier Gangplank,Epic,1350.0
467,Gangplank,Gangplank,5,Special Forces Gangplank,Epic,1350.0
468,Gangplank,Gangplank,6,Sultan Gangplank,Epic,1350.0
469,Gangplank,Gangplank,7,Captain Gangplank,Epic,1350.0
470,Gangplank,Gangplank,8,Dreadnova Gangplank,Epic,1350.0
471,Gangplank,Gangplank,14,Pool Party Gangplank,Epic,1350.0
472,Gangplank,Gangplank,21,FPX Gangplank,Epic,1350.0
473,Gangplank,Gangplank,23,Gangplank the Betrayer,Epic,1350.0
474,Gangplank,Gangplank,33,PROJECT: Gangplank,Epic,1350.0
475,Garen,Garen,0,default,Epic,1350.0
476,Garen,Garen,1,Sanguine Garen,Epic,1350.0
477,Garen,Garen,2,Desert Trooper Garen,Epic,1350.0
478,Garen,Garen,3,Commando Garen,Epic,1350.0
479,Garen,Garen,4,Dreadknight Garen,Epic,1350.0
480,Garen,Garen,5,Rugged Garen,Epic,1350.0
481,Garen,Garen,6,Steel Legion Garen,Epic,1350.0
482,Garen,Garen,10,Rogue Admiral Garen,Epic,1350.0
483,Garen,Garen,11,Warring Kingdoms Garen,Epic,1350.0
484,Garen,Garen,13,God-King Garen,Epic,1350.0
485,Garen,Garen,14,Demacia Vice Garen,Epic,1350.0
486,Garen,Garen,22,Mecha Kingdoms Garen,Epic,1350.0
487,Garen,Garen,23,Prestige Mecha Kingdoms Garen,Epic,1350.0
488,Garen,Garen,24,Battle Academia Garen,Epic,1350.0
489,Garen,Garen,33,Mythmaker Garen,Epic,1350.0
490,Garen,Garen,44,Fallen God-King Garen,Epic,1350.0
491,Garen,Garen,46,Visions of the Fallen Garen,Epic,1350.0
492,Gnar,Gnar,0,default,Epic,1350.0
493,Gnar,Gnar,1,Dino Gnar,Epic,1350.0
494,Gnar,Gnar,2,Gentleman Gnar,Epic,1350.0
495,Gnar,Gnar,3,Snow Day Gnar,Epic,1350.0
496,Gnar,Gnar,4,El León Gnar,Epic,1350.0
497,Gnar,Gnar,13,Super Galaxy Gnar,Epic,1350.0
498,Gnar,Gnar,14,SSG Gnar,Epic,1350.0
499,Gnar,Gnar,15,Astronaut Gnar,Epic,1350.0
500,Gnar,Gnar,22,Elderwood Gnar,Epic,1350.0
501,Gnar,Gnar,31,La Ilusión Gnar,Epic,1350.0
502,Gnar,Gnar,41,T1 Gnar,Epic,1350.0
503,Gragas,Gragas,0,default,Epic,1350.0
504,Gragas,Gragas,1,Scuba Gragas,Epic,1350.0
505,Gragas,Gragas,2,Hillbilly Gragas,Epic,1350.0
506,Gragas,Gragas,3,Santa Gragas,Epic,1350.0
507,Gragas,Gragas,4,"Gragas, Esq.",Epic,1350.0
508,Gragas,Gragas,5,Vandal Gragas,Epic,1350.0
509,Gragas,Gragas,6,Oktoberfest Gragas,Epic,1350.0
510,Gragas,Gragas,7,Superfan Gragas,Epic,1350.0
511,Gragas,Gragas,8,Fnatic Gragas,Epic,1350.0
512,Gragas,Gragas,9,Gragas Caskbreaker,Epic,1350.0
513,Gragas,Gragas,10,Arctic Ops Gragas,Epic,1350.0
514,Gragas,Gragas,11,Warden Gragas,Epic,1350.0
515,Gragas,Gragas,20,Space Groove Gragas,Epic,1350.0
516,Gragas,Gragas,29,High Noon Gragas,Epic,1350.0
517,Gragas,Gragas,39,Music Fan Gragas,Epic,1350.0
518,Graves,Graves,0,default,Epic,1350.0
519,Graves,Graves,1,Hired Gun Graves,Epic,1350.0
520,Graves,Graves,2,Jailbreak Graves,Epic,1350.0
521,Graves,Graves,3,Crime City Graves,Epic,1350.0
522,Graves,Graves,4,Riot Graves,Epic,1350.0
523,Graves,Graves,5,Pool Party Graves,Epic,1350.0
524,Graves,Graves,6,Cutthroat Graves,Epic,1350.0
525,Graves,Graves,7,Snow Day Graves,Epic,1350.0
526,Graves,Graves,14,Victorious Graves,Epic,1350.0
527,Graves,Graves,18,Praetorian Graves,Epic,1350.0
528,Graves,Graves,25,Battle Professor Graves,Epic,1350.0
529,Graves,Graves,35,Sentinel Graves,Epic,1350.0
530,Graves,Graves,42,EDG Graves,Epic,1350.0
531,Graves,Graves,45,Porcelain Graves,Epic,1350.0
532,Gwen,Gwen,0,default,Epic,1350.0
533,Gwen,Gwen,1,Space Groove Gwen,Epic,1350.0
534,Gwen,Gwen,11,Cafe Cuties Gwen,Epic,1350.0
535,Gwen,Gwen,20,Soul Fighter Gwen,Epic,1350.0
536,Gwen,Gwen,30,Battle Queen Gwen,Epic,1350.0
537,Gwen,Gwen,39,Rain Shepherd Gwen,Epic,1350.0
538,Hecarim,Hecarim,0,default,Epic,1350.0
539,Hecarim,Hecarim,1,Blood Knight Hecarim,Epic,1350.0
540,Hecarim,Hecarim,2,Reaper Hecarim,Epic,1350.0
541,Hecarim,Hecarim,3,Headless Hecarim,Epic,1350.0
542,Hecarim,Hecarim,4,Arcade Hecarim,Epic,1350.0
543,Hecarim,Hecarim,5,Elderwood Hecarim,Epic,1350.0
544,Hecarim,Hecarim,6,Worldbreaker Hecarim,Epic,1350.0
545,Hecarim,Hecarim,7,Lancer Zero Hecarim,Epic,1350.0
546,Hecarim,Hecarim,8,High Noon Hecarim,Epic,1350.0
547,Hecarim,Hecarim,14,Cosmic Charger Hecarim,Epic,1350.0
548,Hecarim,Hecarim,22,Arcana Hecarim,Epic,1350.0
549,Hecarim,Hecarim,31,Winterblessed Hecarim,Epic,1350.0
550,Hecarim,Hecarim,41,Nightbringer Hecarim,Epic,1350.0
551,Heimerdinger,Heimerdinger,0,default,Epic,1350.0
552,Heimerdinger,Heimerdinger,1,Alien Invader Heimerdinger,Epic,1350.0
553,Heimerdinger,Heimerdinger,2,Blast Zone Heimerdinger,Epic,1350.0
554,Heimerdinger,Heimerdinger,3,Piltover Customs Heimerdinger,Epic,1350.0
555,Heimerdinger,Heimerdinger,4,Snowmerdinger,Epic,1350.0
556,Heimerdinger,Heimerdinger,5,Hazmat Heimerdinger,Epic,1350.0
557,Heimerdinger,Heimerdinger,6,Dragon Trainer Heimerdinger,Epic,1350.0
558,Heimerdinger,Heimerdinger,15,Pool Party Heimerdinger,Epic,1350.0
559,Heimerdinger,Heimerdinger,24,Heimerstinger,Epic,1350.0
560,Heimerdinger,Heimerdinger,33,Arcane Professor Heimerdinger,Epic,1350.0
561,Hwei,Hwei,0,default,Epic,1350.0
562,Hwei,Hwei,1,Winterblessed Hwei,Epic,1350.0
563,Hwei,Hwei,11,Spirit Blossom Hwei,Epic,1350.0
564,Illaoi,Illaoi,0,default,Epic,1350.0
565,Illaoi,Illaoi,1,Void Bringer Illaoi,Epic,1350.0
566,Illaoi,Illaoi,2,Resistance Illaoi,Epic,1350.0
567,Illaoi,Illaoi,10,Cosmic Invoker Illaoi,Epic,1350.0
568,Illaoi,Illaoi,18,Snow Moon Illaoi,Epic,1350.0
569,Illaoi,Illaoi,27,Battle Bear Illaoi,Epic,1350.0
570,Irelia,Irelia,0,default,Epic,1350.0
571,Irelia,Irelia,1,Nightblade Irelia,Epic,1350.0
572,Irelia,Irelia,2,Aviator Irelia,Epic,1350.0
573,Irelia,Irelia,3,Infiltrator Irelia,Epic,1350.0
574,Irelia,Irelia,4,Frostblade Irelia,Epic,1350.0
575,Irelia,Irelia,5,Order of the Lotus Irelia,Epic,1350.0
576,Irelia,Irelia,6,Divine Sword Irelia,Epic,1350.0
577,Irelia,Irelia,15,iG Irelia,Epic,1350.0
578,Irelia,Irelia,16,PROJECT: Irelia,Epic,1350.0
579,Irelia,Irelia,17,Prestige PROJECT: Irelia,Epic,1350.0
580,Irelia,Irelia,18,High Noon Irelia,Epic,1350.0
581,Irelia,Irelia,26,Sentinel Irelia,Epic,1350.0
582,Irelia,Irelia,36,Prestige PROJECT: Irelia (2022),Epic,1350.0
583,Irelia,Irelia,37,Mythmaker Irelia,Epic,1350.0
584,Irelia,Irelia,45,Porcelain Irelia,Epic,1350.0
585,Irelia,Irelia,55,Spirit Blossom Irelia,Epic,1350.0
586,Ivern,Ivern,0,default,Epic,1350.0
587,Ivern,Ivern,1,Candy King Ivern,Epic,1350.0
588,Ivern,Ivern,2,Dunkmaster Ivern,Epic,1350.0
589,Ivern,Ivern,11,Old God Ivern,Epic,1350.0
590,Ivern,Ivern,20,Astronaut Ivern,Epic,1350.0
591,Ivern,Ivern,30,Spirit Blossom Ivern,Epic,1350.0
592,Janna,Janna,0,default,Epic,1350.0
593,Janna,Janna,1,Tempest Janna,Epic,1350.0
594,Janna,Janna,2,Hextech Janna,Epic,1350.0
595,Janna,Janna,3,Frost Queen Janna,Epic,1350.0
596,Janna,Janna,4,Victorious Janna,Epic,1350.0
597,Janna,Janna,5,Forecast Janna,Epic,1350.0
598,Janna,Janna,6,Fnatic Janna,Epic,1350.0
599,Janna,Janna,7,Star Guardian Janna,Epic,1350.0
600,Janna,Janna,8,Sacred Sword Janna,Epic,1350.0
601,Janna,Janna,13,Bewitching Janna,Epic,1350.0
602,Janna,Janna,20,Guardian of the Sands Janna,Epic,1350.0
603,Janna,Janna,27,Battle Queen Janna,Epic,1350.0
604,Janna,Janna,36,Crystal Rose Janna,Epic,1350.0
605,Janna,Janna,45,Cyber Halo Janna,Epic,1350.0
606,Janna,Janna,46,Prestige Cyber Halo Janna,Epic,1350.0
607,Janna,Janna,56,Heavenscale Janna,Epic,1350.0
608,Janna,Janna,66,Dawnbringer Janna,Epic,1350.0
609,JarvanIV,Jarvan IV,0,default,Epic,1350.0
610,JarvanIV,Jarvan IV,1,Commando Jarvan IV,Epic,1350.0
611,JarvanIV,Jarvan IV,2,Dragonslayer Jarvan IV,Epic,1350.0
612,JarvanIV,Jarvan IV,3,Darkforge Jarvan IV,Epic,1350.0
613,JarvanIV,Jarvan IV,4,Victorious Jarvan IV,Epic,1350.0
614,JarvanIV,Jarvan IV,5,Warring Kingdoms Jarvan IV,Epic,1350.0
615,JarvanIV,Jarvan IV,6,Fnatic Jarvan IV,Epic,1350.0
616,JarvanIV,Jarvan IV,7,Dark Star Jarvan IV,Epic,1350.0
617,JarvanIV,Jarvan IV,8,SSG Jarvan IV,Epic,1350.0
618,JarvanIV,Jarvan IV,9,Hextech Jarvan IV,Epic,1350.0
619,JarvanIV,Jarvan IV,11,Pool Party Jarvan IV,Epic,1350.0
620,JarvanIV,Jarvan IV,21,Lunar Beast Jarvan IV,Epic,1350.0
621,JarvanIV,Jarvan IV,30,Worlds 2021 Jarvan IV,Epic,1350.0
622,JarvanIV,Jarvan IV,35,Nightbringer Jarvan IV,Epic,1350.0
623,JarvanIV,Jarvan IV,44,Mythmaker Jarvan IV,Epic,1350.0
624,JarvanIV,Jarvan IV,54,Prestige Visions of the Fallen Jarvan IV,Epic,1350.0
625,Jax,Jax,0,default,Epic,1350.0
626,Jax,Jax,1,The Mighty Jax,Epic,1350.0
627,Jax,Jax,2,Vandal Jax,Epic,1350.0
628,Jax,Jax,3,Angler Jax,Epic,1350.0
629,Jax,Jax,4,PAX Jax,Epic,1350.0
630,Jax,Jax,5,Jaximus,Epic,1350.0
631,Jax,Jax,6,Temple Jax,Epic,1350.0
632,Jax,Jax,7,Nemesis Jax,Epic,1350.0
633,Jax,Jax,8,SKT T1 Jax,Epic,1350.0
634,Jax,Jax,12,Warden Jax,Epic,1350.0
635,Jax,Jax,13,God Staff Jax,Epic,1350.0
636,Jax,Jax,14,Mecha Kingdoms Jax,Epic,1350.0
637,Jax,Jax,20,Conqueror Jax,Epic,1350.0
638,Jax,Jax,21,Prestige Conqueror Jax,Epic,1350.0
639,Jax,Jax,22,Empyrean Jax,Epic,1350.0
640,Jax,Jax,32,Neo PAX Jax,Epic,1350.0
641,Jax,Jax,33,PROJECT: Jax,Epic,1350.0
642,Jayce,Jayce,0,default,Epic,1350.0
643,Jayce,Jayce,1,Full Metal Jayce,Epic,1350.0
644,Jayce,Jayce,2,Debonair Jayce,Epic,1350.0
645,Jayce,Jayce,3,Forsaken Jayce,Epic,1350.0
646,Jayce,Jayce,4,Jayce Brighthammer,Epic,1350.0
647,Jayce,Jayce,5,Battle Academia Jayce,Epic,1350.0
648,Jayce,Jayce,15,Resistance Jayce,Epic,1350.0
649,Jayce,Jayce,24,Arcane Inventor Jayce,Epic,1350.0
650,Jayce,Jayce,25,Zenith Games Jayce,Epic,1350.0
651,Jayce,Jayce,34,T1 Jayce,Epic,1350.0
652,Jayce,Jayce,35,Arcane Survivor Jayce,Epic,1350.0
653,Jayce,Jayce,36,Prestige T1 Jayce,Epic,1350.0
654,Jhin,Jhin,0,default,Epic,1350.0
655,Jhin,Jhin,1,High Noon Jhin,Epic,1350.0
656,Jhin,Jhin,2,Blood Moon Jhin,Epic,1350.0
657,Jhin,Jhin,3,SKT T1 Jhin,Epic,1350.0
658,Jhin,Jhin,4,PROJECT: Jhin,Epic,1350.0
659,Jhin,Jhin,5,Dark Cosmic Jhin,Epic,1350.0
660,Jhin,Jhin,14,Shan Hai Scrolls Jhin,Epic,1350.0
661,Jhin,Jhin,23,DWG Jhin,Epic,1350.0
662,Jhin,Jhin,25,Empyrean Jhin,Epic,1350.0
663,Jhin,Jhin,36,Soul Fighter Jhin,Epic,1350.0
664,Jhin,Jhin,37,Dark Cosmic Erasure Jhin,Epic,1350.0
665,Jhin,Jhin,47,Mythmaker Jhin,Epic,1350.0
666,Jhin,Jhin,55,Arcana Jhin,Epic,1350.0
667,Jinx,Jinx,0,default,Epic,1350.0
668,Jinx,Jinx,1,Crime City Jinx,Epic,1350.0
669,Jinx,Jinx,2,Firecracker Jinx,Epic,1350.0
670,Jinx,Jinx,3,Zombie Slayer Jinx,Epic,1350.0
671,Jinx,Jinx,4,Star Guardian Jinx,Epic,1350.0
672,Jinx,Jinx,12,Ambitious Elf Jinx,Epic,1350.0
673,Jinx,Jinx,13,Odyssey Jinx,Epic,1350.0
674,Jinx,Jinx,20,PROJECT: Jinx,Epic,1350.0
675,Jinx,Jinx,29,Heartseeker Jinx,Epic,1350.0
676,Jinx,Jinx,37,Arcane Enemy Jinx,Epic,1350.0
677,Jinx,Jinx,38,Battle Cat Jinx,Epic,1350.0
678,Jinx,Jinx,40,Prestige Battle Cat Jinx,Epic,1350.0
679,Jinx,Jinx,51,Cafe Cuties Jinx,Epic,1350.0
680,Jinx,Jinx,60,Arcane Fractured Jinx,Epic,1350.0
681,Jinx,Jinx,62,T1 Jinx,Epic,1350.0
682,Kaisa,Kai'Sa,0,default,Epic,1350.0
683,Kaisa,Kai'Sa,1,Bullet Angel Kai'Sa,Epic,1350.0
684,Kaisa,Kai'Sa,14,K/DA Kai'Sa,Epic,1350.0
685,Kaisa,Kai'Sa,15,Prestige K/DA Kai'Sa,Epic,1350.0
686,Kaisa,Kai'Sa,16,iG Kai'Sa,Epic,1350.0
687,Kaisa,Kai'Sa,17,Arcade Kai'Sa,Epic,1350.0
688,Kaisa,Kai'Sa,26,K/DA ALL OUT Kai'Sa,Epic,1350.0
689,Kaisa,Kai'Sa,27,Prestige K/DA ALL OUT Kai'Sa,Epic,1350.0
690,Kaisa,Kai'Sa,29,Lagoon Dragon Kai'Sa,Epic,1350.0
691,Kaisa,Kai'Sa,39,Prestige K/DA Kai'Sa (2022),Epic,1350.0
692,Kaisa,Kai'Sa,40,Star Guardian Kai'Sa,Epic,1350.0
693,Kaisa,Kai'Sa,48,Inkshadow Kai'Sa,Epic,1350.0
694,Kaisa,Kai'Sa,59,Heavenscale Kai'Sa,Epic,1350.0
695,Kaisa,Kai'Sa,69,Dark Star Kai'Sa,Epic,1350.0
696,Kaisa,Kai'Sa,70,Risen Legend Kai'Sa,Epic,1350.0
697,Kaisa,Kai'Sa,71,Immortalized Legend Kai'Sa,Epic,1350.0
698,Kalista,Kalista,0,default,Epic,1350.0
699,Kalista,Kalista,1,Blood Moon Kalista,Epic,1350.0
700,Kalista,Kalista,2,Worlds 2015 Kalista,Epic,1350.0
701,Kalista,Kalista,3,SKT T1 Kalista,Epic,1350.0
702,Kalista,Kalista,5,Marauder Kalista,Epic,1350.0
703,Kalista,Kalista,14,Faerie Court Kalista,Epic,1350.0
704,Kalista,Kalista,24,Dawnbringer Kalista,Epic,1350.0
705,Karma,Karma,0,default,Epic,1350.0
706,Karma,Karma,1,Sun Goddess Karma,Epic,1350.0
707,Karma,Karma,2,Sakura Karma,Epic,1350.0
708,Karma,Karma,3,Traditional Karma,Epic,1350.0
709,Karma,Karma,4,Order of the Lotus Karma,Epic,1350.0
710,Karma,Karma,5,Warden Karma,Epic,1350.0
711,Karma,Karma,6,Winter Wonder Karma,Epic,1350.0
712,Karma,Karma,7,Conqueror Karma,Epic,1350.0
713,Karma,Karma,8,Dark Star Karma,Epic,1350.0
714,Karma,Karma,19,Dawnbringer Karma,Epic,1350.0
715,Karma,Karma,26,Odyssey Karma,Epic,1350.0
716,Karma,Karma,27,Ruined Karma,Epic,1350.0
717,Karma,Karma,44,Tranquility Dragon Karma,Epic,1350.0
718,Karma,Karma,54,Faerie Queen Karma,Epic,1350.0
719,Karma,Karma,61,Infernal Karma,Epic,1350.0
720,Karma,Karma,70,Spirit Blossom Karma,Epic,1350.0
721,Karthus,Karthus,0,default,Epic,1350.0
722,Karthus,Karthus,1,Phantom Karthus,Epic,1350.0
723,Karthus,Karthus,2,Statue of Karthus,Epic,1350.0
724,Karthus,Karthus,3,Grim Reaper Karthus,Epic,1350.0
725,Karthus,Karthus,4,Pentakill Karthus,Epic,1350.0
726,Karthus,Karthus,5,Fnatic Karthus,Epic,1350.0
727,Karthus,Karthus,9,Karthus Lightsbane,Epic,1350.0
728,Karthus,Karthus,10,Infernal Karthus,Epic,1350.0
729,Karthus,Karthus,17,Pentakill III: Lost Chapter Karthus,Epic,1350.0
730,Karthus,Karthus,26,Elderwood Karthus,Epic,1350.0
731,Karthus,Karthus,35,Arcana Karthus,Epic,1350.0
732,Kassadin,Kassadin,0,default,Epic,1350.0
733,Kassadin,Kassadin,1,Festival Kassadin,Epic,1350.0
734,Kassadin,Kassadin,2,Deep One Kassadin,Epic,1350.0
735,Kassadin,Kassadin,3,Pre-Void Kassadin,Epic,1350.0
736,Kassadin,Kassadin,4,Harbinger Kassadin,Epic,1350.0
737,Kassadin,Kassadin,5,Cosmic Reaver Kassadin,Epic,1350.0
738,Kassadin,Kassadin,6,Count Kassadin,Epic,1350.0
739,Kassadin,Kassadin,14,Hextech Kassadin,Epic,1350.0
740,Kassadin,Kassadin,15,Shockblade Kassadin,Epic,1350.0
741,Kassadin,Kassadin,24,Dragonmancer Kassadin,Epic,1350.0
742,Katarina,Katarina,0,default,Epic,1350.0
743,Katarina,Katarina,1,Mercenary Katarina,Epic,1350.0
744,Katarina,Katarina,2,Red Card Katarina,Epic,1350.0
745,Katarina,Katarina,3,Bilgewater Katarina,Epic,1350.0
746,Katarina,Katarina,4,Kitty Cat Katarina,Epic,1350.0
747,Katarina,Katarina,5,High Command Katarina,Epic,1350.0
748,Katarina,Katarina,6,Sandstorm Katarina,Epic,1350.0
749,Katarina,Katarina,7,Slay Belle Katarina,Epic,1350.0
750,Katarina,Katarina,8,Warring Kingdoms Katarina,Epic,1350.0
751,Katarina,Katarina,9,PROJECT: Katarina,Epic,1350.0
752,Katarina,Katarina,10,Death Sworn Katarina,Epic,1350.0
753,Katarina,Katarina,12,Battle Academia Katarina,Epic,1350.0
754,Katarina,Katarina,21,Blood Moon Katarina,Epic,1350.0
755,Katarina,Katarina,29,Battle Queen Katarina,Epic,1350.0
756,Katarina,Katarina,37,High Noon Katarina,Epic,1350.0
757,Katarina,Katarina,47,Faerie Court Katarina,Epic,1350.0
758,Katarina,Katarina,48,Prestige Faerie Court Katarina,Epic,1350.0
759,Katarina,Katarina,59,Chosen of the Wolf Katarina,Epic,1350.0
760,Katarina,Katarina,60,Prestige Masque of the Black Rose Katarina,Epic,1350.0
761,Kayle,Kayle,0,default,Epic,1350.0
762,Kayle,Kayle,1,Silver Kayle,Epic,1350.0
763,Kayle,Kayle,2,Viridian Kayle,Epic,1350.0
764,Kayle,Kayle,3,Transcended Kayle,Epic,1350.0
765,Kayle,Kayle,4,Battleborn Kayle,Epic,1350.0
766,Kayle,Kayle,5,Judgment Kayle,Epic,1350.0
767,Kayle,Kayle,6,Aether Wing Kayle,Epic,1350.0
768,Kayle,Kayle,7,Riot Kayle,Epic,1350.0
769,Kayle,Kayle,8,Iron Inquisitor Kayle,Epic,1350.0
770,Kayle,Kayle,9,Pentakill Kayle,Epic,1350.0
771,Kayle,Kayle,15,PsyOps Kayle,Epic,1350.0
772,Kayle,Kayle,24,Dragonslayer Kayle,Epic,1350.0
773,Kayle,Kayle,33,Pentakill III: Lost Chapter Kayle,Epic,1350.0
774,Kayle,Kayle,42,Sun-Eater Kayle,Epic,1350.0
775,Kayle,Kayle,57,Immortal Journey Kayle,Epic,1350.0
776,Kayle,Kayle,66,Empyrean Kayle,Epic,1350.0
777,Kayle,Kayle,67,Prestige Empyrean Kayle,Epic,1350.0
778,Kayle,Kayle,78,Spirit Blossom Kayle,Epic,1350.0
779,Kayn,Kayn,0,default,Epic,1350.0
780,Kayn,Kayn,1,Soulhunter Kayn,Epic,1350.0
781,Kayn,Kayn,2,Odyssey Kayn,Epic,1350.0
782,Kayn,Kayn,8,Nightbringer Kayn,Epic,1350.0
783,Kayn,Kayn,9,Prestige Nightbringer Kayn,Epic,1350.0
784,Kayn,Kayn,15,Snow Moon Kayn,Epic,1350.0
785,Kayn,Kayn,20,HEARTSTEEL Kayn,Epic,1350.0
786,Kayn,Kayn,26,Battle Academia Kayn,Epic,1350.0
787,Kennen,Kennen,0,default,Epic,1350.0
788,Kennen,Kennen,1,Deadly Kennen,Epic,1350.0
789,Kennen,Kennen,2,Swamp Master Kennen,Epic,1350.0
790,Kennen,Kennen,3,Karate Kennen,Epic,1350.0
791,Kennen,Kennen,4,Kennen M.D.,Epic,1350.0
792,Kennen,Kennen,5,Arctic Ops Kennen,Epic,1350.0
793,Kennen,Kennen,6,Blood Moon Kennen,Epic,1350.0
794,Kennen,Kennen,7,Super Kennen,Epic,1350.0
795,Kennen,Kennen,8,Infernal Kennen,Epic,1350.0
796,Kennen,Kennen,23,DWG Kennen,Epic,1350.0
797,Kennen,Kennen,25,Astronaut Kennen,Epic,1350.0
798,Khazix,Kha'Zix,0,default,Epic,1350.0
799,Khazix,Kha'Zix,1,Mecha Kha'Zix,Epic,1350.0
800,Khazix,Kha'Zix,2,Guardian of the Sands Kha'Zix,Epic,1350.0
801,Khazix,Kha'Zix,3,Death Blossom Kha'Zix,Epic,1350.0
802,Khazix,Kha'Zix,4,Dark Star Kha'Zix,Epic,1350.0
803,Khazix,Kha'Zix,11,Worlds 2018 Kha'Zix,Epic,1350.0
804,Khazix,Kha'Zix,60,Odyssey Kha'Zix,Epic,1350.0
805,Khazix,Kha'Zix,69,Lunar Guardian Kha'Zix,Epic,1350.0
806,Khazix,Kha'Zix,79,Crystalis Indomitus Kha'Zix,Epic,1350.0
807,Kindred,Kindred,0,default,Epic,1350.0
808,Kindred,Kindred,1,Shadowfire Kindred,Epic,1350.0
809,Kindred,Kindred,2,Super Galaxy Kindred,Epic,1350.0
810,Kindred,Kindred,3,Spirit Blossom Kindred,Epic,1350.0
811,Kindred,Kindred,12,Porcelain Kindred,Epic,1350.0
812,Kindred,Kindred,22,Woof and Lamb Kindred,Epic,1350.0
813,Kindred,Kindred,23,DRX Kindred,Epic,1350.0
814,Kindred,Kindred,33,Prestige Porcelain Kindred,Epic,1350.0
815,Kindred,Kindred,34,Chosen of the Wolf Kindred,Epic,1350.0
816,Kled,Kled,0,default,Epic,1350.0
817,Kled,Kled,1,Sir Kled,Epic,1350.0
818,Kled,Kled,2,Count Kledula,Epic,1350.0
819,Kled,Kled,9,Marauder Kled,Epic,1350.0
820,Kled,Kled,18,Kibble-Head Kled,Epic,1350.0
821,KogMaw,Kog'Maw,0,default,Epic,1350.0
822,KogMaw,Kog'Maw,1,Caterpillar Kog'Maw,Epic,1350.0
